Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
Bear crawl up-down,"The bear crawl up-down is a variation of the bear crawl that involves lowering the forearms to the ground in an alternating rhythm while in a static bear crawl hold. It adds an extra coordination and upper-body challenge to an already intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups. It can be done as a full-body warm-up, or as part of a bodyweight circuit or flow.",Strength,Abdominals,Body Only,Intermediate,,
FYR Crab Kick,"The crab toe-touch is a full-body exercise targeting the glutes, hamstrings, quads, and core.",Strength,Abdominals,Body Only,Intermediate,,
Bear crawl hold,"The bear crawl hold is a static variation of the bear crawl exercise performed for time. It looks simple, but it demands full-body tension and is taxing to the shoulders, core, and legs. It can be done as a full-body warm-up, as part of a bodyweight circuit or flow, or as a build-up to the traditional bear crawl.",Strength,Abdominals,Body Only,Intermediate,,
Traveling bear crawl,"The traveling bear crawl is a more advanced version of the bear crawl exercise that moves side to side rather than front to back. While it looks simple, the traveling bear crawl is an intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups, the shoulders, core, and legs in particular. It can be done as a full-body warm-up, in short bursts for power or circuit training, or for longer durations as cardiovascular conditioning.",Strength,Abdominals,Body Only,Intermediate,,
Single-leg V-up,"The single-leg V-up is a bodyweight exercise that targets the abdominals and the hip flexors, working one side of the body at a time. It can be performed for time or reps in the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,,
FYR Bear Crawl Shoulder Tap,"The bear crawl shoulder tap is a variation of the bear crawl that involves touching the opposing shoulder while in a static bear crawl hold. It adds an extra coordination and core challenge to an already intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups. It can be done as a full-body warm-up, or as part of a bodyweight circuit or flow.",Strength,Abdominals,Body Only,Intermediate,,
Alternating single-leg sprawl,"The alternating single-leg sprawl is an explosive bodyweight exercise that targets the core, upper body, and lower body. It differs from a standard sprawl by including a single-leg plank instead of a regular plank at the bottom. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Strength,Abdominals,Body Only,Intermediate,,
Wide mountain climber,"The wide mountain climber is a popular bodyweight exercise targeting the muscles of the core, as well as the shoulders, hips, and cardiovascular system. It is different from a traditional mountain climber because you bring the knee to the outside of the elbow rather than the inside. It can be performed for time or reps as part of a dynamic warm-up, for bodyweight cardio or conditioning, or as no-equipment dynamic core training.",Strength,Abdominals,Body Only,Intermediate,,
Plank leg raise,"The plank leg raise is an isometric abdominal exercise that targets the muscles of the core, the deep core or transversus abdominis in particular. It also targets the muscles of the glutes and hips. It can be performed for time or reps in the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,,
Glute bridge step-out,"The glute bridge step-out is a lower-body bodyweight exercise that targets the glutes and hamstrings. It differs from a glute bridge by the addition of a step-out, which increases stress on the hamstrings. It can be performed for time or reps and works perfectly in a dynamic warm-up for lower-body training, but can also be performed for glute activation anytime.",Strength,Abdominals,Body Only,Intermediate,,
Knee up-down,"The knee up-down is a bodyweight exercise that mimics getting up and down from a kneeling position on the floor. It combines the low position of a squat with lunges, bringing some of the benefits of both. It can be done for time or reps as part of a dynamic warm-up or as part of a bodyweight circuit or workout.",Strength,Abdominals,Body Only,Intermediate,,
FYR Sprawl,"The sprawl is an explosive bodyweight exercise that targets the core, upper body, and lower body. It is similar to a burpee, but without a jump at the top and with a plank instead of a push-up at the bottom. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Strength,Abdominals,Body Only,Intermediate,,
Reach crunch,The reach crunch is a bodyweight core exercise that involves keeping the arms raised toward the ceiling while performing a crunch. It can be performed for time or reps as part of any abs-focused circuit or workout.,Strength,Abdominals,Body Only,Intermediate,,
FYR Push-Up Plank Hold,"The straight-arm plank is an exercise targeting the core muscles. It is basically the top of a push-up position, with elbows fully extended and palms on the floor. The position is held for time to target the muscles of the core, as well as the shoulders.",Strength,Abdominals,Body Only,Intermediate,,
FYR Hollow-Body Rock,"The hollow-body rock is a bodyweight abdominal exercise performed on the floor. It starts with a hollow-body hold and adds a back-and-forth rock that challenges core stability and increases the difficulty of the movement. It can be performed for time or for reps, either in an ab-focused portion of a workout or as part of a circuit workout.",Strength,Abdominals,Body Only,Intermediate,,
V-up plus knee-to-chest combo,The V-up plus knee-to-chest combo is a core exercise that targets the abdominals and hip flexors by combining two movements into a single sequence. It can be performed for time or reps in the ab-focused portion of any workout.,Strength,Abdominals,Body Only,Intermediate,,
Side plank lateral raise,"The side plank lateral raise is an exercise that combines an isometric side plank hold with a dumbbell raise to target both the core and the shoulders. You probably won't be able to use much weight without disrupting your balance, but even at light weight, this is a movement that can help address multiple muscle groups in a time-efficient workout.",Strength,Abdominals,Body Only,Intermediate,,
Superhero burpee,"The superhero burpee is an advanced variation of the burpee exercise. The main difference between this and the standard burpee is that while on the floor, the hands are extended in front of the body like Superman taking flight. This increases the challenge to the upper back and shoulders. These can be performed for time or reps as part of any fat-loss or athleticism-focused workout or circuit.",Strength,Abdominals,Body Only,Intermediate,,
Hollow-body abduction,"The hollow-body abduction is an isometric core exercise that includes leg abductions for an added challenge to the core and abductors. It targets multiple muscles of the core, but particularly the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps in the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,,
FYR Hollow Hold,,Strength,Abdominals,Body Only,Intermediate,,
Tip-toe crunch,The tip-toe crunch is a variation on the crunch exercise that involves placing the toes on or near the ground. This can help isolate the abs from the hip flexors. The tip-toe crunch can be performed for time or for reps as part of the core-focused component of any workout.,Strength,Abdominals,Body Only,Intermediate,,
Knee-to-nose pulse,"The knee-to-nose pulse is a bodyweight exercise that targets the core by pulsing your knee toward your nose. It starts in a straight-arm plank position, and is similar to a mountain climber, but with a hold or pause in the bent-knee position.",Strength,Abdominals,Body Only,Intermediate,,
Plank walk-out,"The plank walk-out is an advanced plank variation targeting the core and shoulders. From a standing position, the lifter descends into a plank-type position but “walks” the hands forward until they are out in front of the head. This is far more challenging to the core than having the arms directly under the shoulders. Beginners will need to progress to this exercise.",Strength,Abdominals,Body Only,Intermediate,,
FYR V-Up,"The V-up is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It is similar to a suitcase crunch, but the lower back lifts off the ground at the top of each rep. It can be performed for time or reps in the ab-focused portion of any workout.",Strength,Abdominals,Body Only,Intermediate,,
Long sit-up,"The long sit-up is an advanced version of the sit-up exercise that is performed with the hands reaching over the head. This lengthens the torso, making it harder for the abs to contract and lift the upper body. Long sit-ups can be performed for time or for reps, with the feet anchored or free.",Strength,Abdominals,Body Only,Intermediate,,
FYR Breakdancer,"The side kick-through is a full-body movement that involves isometric holds and moving the body through different ranges of motion, beginning in a bear crawl position. The difference between a side kick-through and a sit-through is that your butt stays off the ground throughout the entire rep. It is commonly performed in bodyweight circuits and animal-style flows, but can also work for reps on its own or as part of a dynamic warm-up or mobility sequence.",Strength,Abdominals,Body Only,Intermediate,,
Seated leg lift,The seated leg lift is a bodyweight exercise targeting the muscles of the core and hip flexors. It can be performed for time or reps in the core-focused portion of any workout.,Strength,Abdominals,Body Only,Intermediate,,
Gorilla burpee,"The gorilla burpee is a variation of the burpee exercise that consists of a reverse lunge on each leg, a full squat, then a standard burpee. It is extra challenging for the lower body, including the quads, glutes, and hamstrings. It can be performed for time or reps in any fat-loss or athleticism-focused circuit or workout.",Strength,Abdominals,Body Only,Intermediate,,
Knee-in to V-out,"The knee-in to V-out is a bodyweight abdominal exercise performed on the floor. It is similar to both the reverse crunch and the V-up exercise, but combines elements of both. It primarily targets the muscles of the rectus abdominis, or “six-pack” muscles. It can be performed for reps or time, either as part of an ab-focused workout or as a component of a circuit workout.",Strength,Abdominals,Body Only,Intermediate,,
